lsoa11cd,index_domain,measure,value
E01025211,Crime,Decile,9
E01025181,Crime,Decile,2
E01025182,Crime,Decile,2
E01025183,Crime,Decile,2
E01025184,Crime,Decile,2
E01025188,Crime,Decile,4
E01025189,Crime,Decile,2
E01025210,Crime,Decile,3
E01025217,Crime,Decile,1
E01025218,Crime,Decile,1
E01025219,Crime,Decile,2
E01025224,Crime,Decile,2
E01025225,Crime,Decile,3
E01025229,Crime,Decile,5
E01025230,Crime,Decile,6
E01025187,Crime,Decile,4
E01025190,Crime,Decile,4
E01025209,Crime,Decile,5
E01025216,Crime,Decile,5
E01025185,Crime,Decile,5
E01025186,Crime,Decile,1
E01025212,Crime,Decile,5
E01025213,Crime,Decile,3
E01025214,Crime,Decile,6
E01025215,Crime,Decile,1
E01025315,Crime,Decile,10
E01025320,Crime,Decile,8
E01025331,Crime,Decile,8
E01025348,Crime,Decile,10
E01025349,Crime,Decile,9
E01025334,Crime,Decile,5
E01025344,Crime,Decile,8
E01025345,Crime,Decile,9
E01025346,Crime,Decile,7
E01025347,Crime,Decile,7
E01025329,Crime,Decile,8
E01025330,Crime,Decile,6
E01025335,Crime,Decile,3
E01025338,Crime,Decile,5
E01025339,Crime,Decile,7
E01025322,Crime,Decile,10
E01025326,Crime,Decile,4
E01025327,Crime,Decile,9
E01025342,Crime,Decile,10
E01025321,Crime,Decile,10
E01025340,Crime,Decile,8
E01025341,Crime,Decile,7
E01025343,Crime,Decile,9
E01025354,Crime,Decile,8
E01025316,Crime,Decile,10
E01025317,Crime,Decile,9
E01025325,Crime,Decile,6
E01025328,Crime,Decile,8
E01025318,Crime,Decile,10
E01025319,Crime,Decile,10
E01025333,Crime,Decile,8
E01025350,Crime,Decile,8
E01025351,Crime,Decile,8
E01025323,Crime,Decile,8
E01025324,Crime,Decile,7
E01025332,Crime,Decile,10
E01025336,Crime,Decile,10
E01025337,Crime,Decile,10
E01025352,Crime,Decile,9
E01025353,Crime,Decile,9
E01025355,Crime,Decile,7
E01025361,Crime,Decile,8
E01025362,Crime,Decile,7
E01025393,Crime,Decile,7
E01025363,Crime,Decile,4
E01025364,Crime,Decile,4
E01025366,Crime,Decile,3
E01025395,Crime,Decile,5
E01025396,Crime,Decile,1
E01025397,Crime,Decile,4
E01025398,Crime,Decile,3
E01025367,Crime,Decile,10
E01025368,Crime,Decile,4
E01025369,Crime,Decile,1
E01025381,Crime,Decile,3
E01025382,Crime,Decile,1
E01025383,Crime,Decile,7
E01025356,Crime,Decile,8
E01025373,Crime,Decile,3
E01025385,Crime,Decile,3
E01025387,Crime,Decile,4
E01033281,Crime,Decile,3
E01025377,Crime,Decile,6
E01025378,Crime,Decile,8
E01025379,Crime,Decile,10
E01025380,Crime,Decile,10
E01025357,Crime,Decile,9
E01025358,Crime,Decile,6
E01025365,Crime,Decile,8
E01025384,Crime,Decile,7
E01025359,Crime,Decile,5
E01025360,Crime,Decile,5
E01025375,Crime,Decile,7
E01025376,Crime,Decile,4
E01025371,Crime,Decile,5
E01025374,Crime,Decile,7
E01025391,Crime,Decile,7
E01025392,Crime,Decile,4
E01025394,Crime,Decile,6
E01025370,Crime,Decile,4
E01025388,Crime,Decile,3
E01025389,Crime,Decile,1
E01025390,Crime,Decile,2
E01012607,Barriers to Housing and Services,Score,17.997
E01012608,Barriers to Housing and Services,Score,12.87
E01012633,Barriers to Housing and Services,Score,6.286
E01012634,Barriers to Housing and Services,Score,14.836
E01012635,Barriers to Housing and Services,Score,19.652
E01012636,Barriers to Housing and Services,Score,8.961
E01012581,Barriers to Housing and Services,Score,22.21
E01012582,Barriers to Housing and Services,Score,23.044
E01012583,Barriers to Housing and Services,Score,17.441
E01012587,Barriers to Housing and Services,Score,4.253
E01012588,Barriers to Housing and Services,Score,8.173
E01012574,Barriers to Housing and Services,Score,11.89
E01012577,Barriers to Housing and Services,Score,12.492
E01012578,Barriers to Housing and Services,Score,13.607
E01012605,Barriers to Housing and Services,Score,11.812
E01012606,Barriers to Housing and Services,Score,11.347
E01012579,Barriers to Housing and Services,Score,17.844
E01012580,Barriers to Housing and Services,Score,11.549
E01012642,Barriers to Housing and Services,Score,12.615
E01012645,Barriers to Housing and Services,Score,8.1
E01012585,Barriers to Housing and Services,Score,6.933
E01012586,Barriers to Housing and Services,Score,11.737
E01012656,Barriers to Housing and Services,Score,15.802
E01012657,Barriers to Housing and Services,Score,14.086
E01012658,Barriers to Housing and Services,Score,10.258
E01012629,Barriers to Housing and Services,Score,8.975
E01012631,Barriers to Housing and Services,Score,10.997
E01012643,Barriers to Housing and Services,Score,13.44
E01012644,Barriers to Housing and Services,Score,10.546
E01012655,Barriers to Housing and Services,Score,19.231
E01012571,Barriers to Housing and Services,Score,15.312
E01012572,Barriers to Housing and Services,Score,16.077
E01012573,Barriers to Housing and Services,Score,12.582
E01012575,Barriers to Housing and Services,Score,11.534
E01012630,Barriers to Housing and Services,Score,14.174
E01012576,Barriers to Housing and Services,Score,12.668
E01012637,Barriers to Housing and Services,Score,11.413
E01012638,Barriers to Housing and Services,Score,11.511
E01012639,Barriers to Housing and Services,Score,14.376
E01012640,Barriers to Housing and Services,Score,5.721
E01012641,Barriers to Housing and Services,Score,20.357
E01012595,Barriers to Housing and Services,Score,12.765
E01012596,Barriers to Housing and Services,Score,5.078
E01012622,Barriers to Housing and Services,Score,12.994
E01012623,Barriers to Housing and Services,Score,5.42
E01012624,Barriers to Housing and Services,Score,5.919
E01012625,Barriers to Housing and Services,Score,5.814
E01012584,Barriers to Housing and Services,Score,20.544
E01012609,Barriers to Housing and Services,Score,17.435
E01012610,Barriers to Housing and Services,Score,14.32
E01012611,Barriers to Housing and Services,Score,17.587
E01012612,Barriers to Housing and Services,Score,12.011
E01012613,Barriers to Housing and Services,Score,13.455
E01012600,Barriers to Housing and Services,Score,10.59
E01012601,Barriers to Housing and Services,Score,11.245
E01012602,Barriers to Housing and Services,Score,11.629
E01012603,Barriers to Housing and Services,Score,17.638
E01012604,Barriers to Housing and Services,Score,11.312
E01012632,Barriers to Housing and Services,Score,16.776
E01012594,Barriers to Housing and Services,Score,18.136
E01012618,Barriers to Housing and Services,Score,7.696
E01012619,Barriers to Housing and Services,Score,11.322
E01012620,Barriers to Housing and Services,Score,6.644
E01012621,Barriers to Housing and Services,Score,8.927
E01012593,Barriers to Housing and Services,Score,8.879
E01012597,Barriers to Housing and Services,Score,18.527
E01012598,Barriers to Housing and Services,Score,14.544
E01012599,Barriers to Housing and Services,Score,13.469
E01012589,Barriers to Housing and Services,Score,6.782
E01012590,Barriers to Housing and Services,Score,4.776
E01012591,Barriers to Housing and Services,Score,9.102
E01012648,Barriers to Housing and Services,Score,6.369
E01012652,Barriers to Housing and Services,Score,10.661
E01012617,Barriers to Housing and Services,Score,8.859
E01012646,Barriers to Housing and Services,Score,10.585
E01012647,Barriers to Housing and Services,Score,14.724
E01012650,Barriers to Housing and Services,Score,9.393
E01012649,Barriers to Housing and Services,Score,10.969
E01012651,Barriers to Housing and Services,Score,2.73
E01012653,Barriers to Housing and Services,Score,8.58
E01012654,Barriers to Housing and Services,Score,6.946
E01012614,Barriers to Housing and Services,Score,19.527
E01012615,Barriers to Housing and Services,Score,7.383
E01012616,Barriers to Housing and Services,Score,12.668
E01012659,Barriers to Housing and Services,Score,2.577
E01012660,Barriers to Housing and Services,Score,15.768
E01012661,Barriers to Housing and Services,Score,3.628
E01012592,Barriers to Housing and Services,Score,20.06
E01012628,Barriers to Housing and Services,Score,20.184
E01032485,Barriers to Housing and Services,Score,37.036
E01032486,Barriers to Housing and Services,Score,16.101
E01024859,Barriers to Housing and Services,Score,2.165
E01024861,Barriers to Housing and Services,Score,7.794
E01024862,Barriers to Housing and Services,Score,4.897
E01024891,Barriers to Housing and Services,Score,18.024
E01024892,Barriers to Housing and Services,Score,11.855
E01024894,Barriers to Housing and Services,Score,15.921
E01024893,Barriers to Housing and Services,Score,10.816
E01024896,Barriers to Housing and Services,Score,21.251
E01024897,Barriers to Housing and Services,Score,13.707
E01024898,Barriers to Housing and Services,Score,10.59
E01024856,Barriers to Housing and Services,Score,13.028
E01024875,Barriers to Housing and Services,Score,21.37
E01024876,Barriers to Housing and Services,Score,19.033
E01024877,Barriers to Housing and Services,Score,25.814
E01024878,Barriers to Housing and Services,Score,25.047
E01024895,Barriers to Housing and Services,Score,15.203
E01024883,Barriers to Housing and Services,Score,15.715
E01024884,Barriers to Housing and Services,Score,8.228
E01024885,Barriers to Housing and Services,Score,11.759
E01024886,Barriers to Housing and Services,Score,8.266
E01024889,Barriers to Housing and Services,Score,10.801
E01024890,Barriers to Housing and Services,Score,13.59
E01024879,Barriers to Housing and Services,Score,10.465
E01024880,Barriers to Housing and Services,Score,9.902
E01024912,Barriers to Housing and Services,Score,18.441
E01024913,Barriers to Housing and Services,Score,18.61
E01024914,Barriers to Housing and Services,Score,13.249
E01024881,Barriers to Housing and Services,Score,5.473
E01024882,Barriers to Housing and Services,Score,9.073
E01024902,Barriers to Housing and Services,Score,5.941
E01024911,Barriers to Housing and Services,Score,16.764
E01024855,Barriers to Housing and Services,Score,12.466
E01024857,Barriers to Housing and Services,Score,17.296
E01024858,Barriers to Housing and Services,Score,15.052
E01024864,Barriers to Housing and Services,Score,5.589
E01024863,Barriers to Housing and Services,Score,13.7
E01024865,Barriers to Housing and Services,Score,22.535
E01024866,Barriers to Housing and Services,Score,14.519
E01024867,Barriers to Housing and Services,Score,12.542
E01024860,Barriers to Housing and Services,Score,21.925
E01024868,Barriers to Housing and Services,Score,12.472
E01024869,Barriers to Housing and Services,Score,26.628
E01024870,Barriers to Housing and Services,Score,34.912
E01024872,Barriers to Housing and Services,Score,16.479
E01024899,Barriers to Housing and Services,Score,18.97
E01024900,Barriers to Housing and Services,Score,20.889
E01024907,Barriers to Housing and Services,Score,9.999
E01024908,Barriers to Housing and Services,Score,14.764
E01024909,Barriers to Housing and Services,Score,16.445
E01024874,Barriers to Housing and Services,Score,25.651
E01024887,Barriers to Housing and Services,Score,15.611
E01024888,Barriers to Housing and Services,Score,21.558
E01024901,Barriers to Housing and Services,Score,17.105
E01024904,Barriers to Housing and Services,Score,7.264
E01024906,Barriers to Housing and Services,Score,13.474
E01024910,Barriers to Housing and Services,Score,10.982
E01024871,Barriers to Housing and Services,Score,4.642
E01024873,Barriers to Housing and Services,Score,11.492
E01024903,Barriers to Housing and Services,Score,14.982
E01024905,Barriers to Housing and Services,Score,2.351
E01025060,Barriers to Housing and Services,Score,2.987
E01025061,Barriers to Housing and Services,Score,16.737
E01025062,Barriers to Housing and Services,Score,6.551
E01025063,Barriers to Housing and Services,Score,11.01
E01025064,Barriers to Housing and Services,Score,9.198
E01025065,Barriers to Housing and Services,Score,3.431
E01025066,Barriers to Housing and Services,Score,5.337
E01025032,Barriers to Housing and Services,Score,4.514
E01025033,Barriers to Housing and Services,Score,22.466
E01025034,Barriers to Housing and Services,Score,8.237
E01025048,Barriers to Housing and Services,Score,15.815
E01025049,Barriers to Housing and Services,Score,4.019
E01025050,Barriers to Housing and Services,Score,8.564
E01025053,Barriers to Housing and Services,Score,20.83
E01025070,Barriers to Housing and Services,Score,5.143
E01025071,Barriers to Housing and Services,Score,6.091
E01025072,Barriers to Housing and Services,Score,2.875
E01025073,Barriers to Housing and Services,Score,1.743
E01025074,Barriers to Housing and Services,Score,7.856
E01025051,Barriers to Housing and Services,Score,25.183
E01025052,Barriers to Housing and Services,Score,8.879
E01025057,Barriers to Housing and Services,Score,2.3
E01025058,Barriers to Housing and Services,Score,7.023
E01025059,Barriers to Housing and Services,Score,6.827
E01025067,Barriers to Housing and Services,Score,4.195
E01025068,Barriers to Housing and Services,Score,4.42
E01025069,Barriers to Housing and Services,Score,2.526
E01025044,Barriers to Housing and Services,Score,5.978
E01025045,Barriers to Housing and Services,Score,16.879
E01025046,Barriers to Housing and Services,Score,6.587
E01025081,Barriers to Housing and Services,Score,12.162
E01025041,Barriers to Housing and Services,Score,11.334
E01025042,Barriers to Housing and Services,Score,11.322
E01025082,Barriers to Housing and Services,Score,10.875
E01025083,Barriers to Housing and Services,Score,6.609
E01025084,Barriers to Housing and Services,Score,9.039
E01033231,Barriers to Housing and Services,Score,9.277
E01025055,Barriers to Housing and Services,Score,5.389
E01025075,Barriers to Housing and Services,Score,5.767
E01025076,Barriers to Housing and Services,Score,2.567
E01025077,Barriers to Housing and Services,Score,6.299
E01025078,Barriers to Housing and Services,Score,4.615
E01025035,Barriers to Housing and Services,Score,4.608
E01025036,Barriers to Housing and Services,Score,6.971
E01025037,Barriers to Housing and Services,Score,7.562
E01025038,Barriers to Housing and Services,Score,6.367
E01025039,Barriers to Housing and Services,Score,4.856
E01025040,Barriers to Housing and Services,Score,11.414
E01025054,Barriers to Housing and Services,Score,12.46
E01025056,Barriers to Housing and Services,Score,6.542
E01025079,Barriers to Housing and Services,Score,5.385
E01025080,Barriers to Housing and Services,Score,17.442
E01025191,Barriers to Housing and Services,Score,5.776
E01025192,Barriers to Housing and Services,Score,5.139
E01025193,Barriers to Housing and Services,Score,17.515
E01025194,Barriers to Housing and Services,Score,4.5
E01025195,Barriers to Housing and Services,Score,5.021
E01025196,Barriers to Housing and Services,Score,4.566
E01025197,Barriers to Housing and Services,Score,19.05
E01025198,Barriers to Housing and Services,Score,1.94
E01025199,Barriers to Housing and Services,Score,15.14
E01025200,Barriers to Housing and Services,Score,7.991
E01025201,Barriers to Housing and Services,Score,5.536
E01025202,Barriers to Housing and Services,Score,20.196
E01025205,Barriers to Housing and Services,Score,5.035
E01025206,Barriers to Housing and Services,Score,10.008
E01025207,Barriers to Housing and Services,Score,4.484
E01025208,Barriers to Housing and Services,Score,7.474
E01025220,Barriers to Housing and Services,Score,14.282
E01025221,Barriers to Housing and Services,Score,12.666
E01025222,Barriers to Housing and Services,Score,11.01
E01025223,Barriers to Housing and Services,Score,3.791
E01025178,Barriers to Housing and Services,Score,24.532
E01025179,Barriers to Housing and Services,Score,12.129
E01025180,Barriers to Housing and Services,Score,4.578
E01025203,Barriers to Housing and Services,Score,28.904
E01025226,Barriers to Housing and Services,Score,11.879
E01025227,Barriers to Housing and Services,Score,7.198
E01025228,Barriers to Housing and Services,Score,13.66
E01025174,Barriers to Housing and Services,Score,15.92
E01025175,Barriers to Housing and Services,Score,5.239
E01025176,Barriers to Housing and Services,Score,5.612
E01025177,Barriers to Housing and Services,Score,27.565
E01025204,Barriers to Housing and Services,Score,29.597
E01025211,Barriers to Housing and Services,Score,4.788
E01025181,Barriers to Housing and Services,Score,18.089
E01025182,Barriers to Housing and Services,Score,15.363
E01025183,Barriers to Housing and Services,Score,11.191
E01025184,Barriers to Housing and Services,Score,12.646
E01025188,Barriers to Housing and Services,Score,7.309
E01025189,Barriers to Housing and Services,Score,10.206
E01025210,Barriers to Housing and Services,Score,10.214
E01025217,Barriers to Housing and Services,Score,7.361
E01025218,Barriers to Housing and Services,Score,10.499
E01025219,Barriers to Housing and Services,Score,9.643
E01025224,Barriers to Housing and Services,Score,9.062
E01025225,Barriers to Housing and Services,Score,5.061
E01025229,Barriers to Housing and Services,Score,11.448
E01025230,Barriers to Housing and Services,Score,12.318
E01025187,Barriers to Housing and Services,Score,7.338
E01025190,Barriers to Housing and Services,Score,11.81
E01025209,Barriers to Housing and Services,Score,16.58
E01025216,Barriers to Housing and Services,Score,14.221
E01025185,Barriers to Housing and Services,Score,7.682
E01025186,Barriers to Housing and Services,Score,7.8
E01025212,Barriers to Housing and Services,Score,7.392
E01025213,Barriers to Housing and Services,Score,7.691
E01025214,Barriers to Housing and Services,Score,10.847
E01025215,Barriers to Housing and Services,Score,10.029
E01025315,Barriers to Housing and Services,Score,47.737
E01025320,Barriers to Housing and Services,Score,41.307
E01025331,Barriers to Housing and Services,Score,45.048
E01025348,Barriers to Housing and Services,Score,26.048
E01025349,Barriers to Housing and Services,Score,38.146
E01025334,Barriers to Housing and Services,Score,11.325
E01025344,Barriers to Housing and Services,Score,4.866
E01025345,Barriers to Housing and Services,Score,9.5
E01025346,Barriers to Housing and Services,Score,8.933
E01025347,Barriers to Housing and Services,Score,13.472
E01025329,Barriers to Housing and Services,Score,11.958
E01025330,Barriers to Housing and Services,Score,10.772
E01025335,Barriers to Housing and Services,Score,11.501
E01025338,Barriers to Housing and Services,Score,5.312
E01025339,Barriers to Housing and Services,Score,15.981
E01025322,Barriers to Housing and Services,Score,26.718
E01025326,Barriers to Housing and Services,Score,18.039
E01025327,Barriers to Housing and Services,Score,9.503
E01025342,Barriers to Housing and Services,Score,20.059
E01025321,Barriers to Housing and Services,Score,11.152
E01025340,Barriers to Housing and Services,Score,9.772
E01025341,Barriers to Housing and Services,Score,10.02
E01025343,Barriers to Housing and Services,Score,4.119
E01025354,Barriers to Housing and Services,Score,33.002
E01025316,Barriers to Housing and Services,Score,19.714
E01025317,Barriers to Housing and Services,Score,13.106
E01025325,Barriers to Housing and Services,Score,5.828
E01025328,Barriers to Housing and Services,Score,2.722
E01025318,Barriers to Housing and Services,Score,16.369
E01025319,Barriers to Housing and Services,Score,38.963
E01025333,Barriers to Housing and Services,Score,17.874
E01025350,Barriers to Housing and Services,Score,10.137
E01025351,Barriers to Housing and Services,Score,28.599
E01025323,Barriers to Housing and Services,Score,33.323
E01025324,Barriers to Housing and Services,Score,24.894
E01025332,Barriers to Housing and Services,Score,6.278
E01025336,Barriers to Housing and Services,Score,28.696
E01025337,Barriers to Housing and Services,Score,12.369
E01025352,Barriers to Housing and Services,Score,32.68
E01025353,Barriers to Housing and Services,Score,24.893
E01025355,Barriers to Housing and Services,Score,15.289
E01025361,Barriers to Housing and Services,Score,6.248
E01025362,Barriers to Housing and Services,Score,28.468
E01025393,Barriers to Housing and Services,Score,31.577
E01025363,Barriers to Housing and Services,Score,25.722
E01025364,Barriers to Housing and Services,Score,8.449
E01025366,Barriers to Housing and Services,Score,6.692
E01025395,Barriers to Housing and Services,Score,18.25
E01025396,Barriers to Housing and Services,Score,11.418
E01025397,Barriers to Housing and Services,Score,7.362
E01025398,Barriers to Housing and Services,Score,7.068
E01025367,Barriers to Housing and Services,Score,30.772
E01025368,Barriers to Housing and Services,Score,10.955
E01025369,Barriers to Housing and Services,Score,11.202
E01025381,Barriers to Housing and Services,Score,13.994
E01025382,Barriers to Housing and Services,Score,14.674
E01025383,Barriers to Housing and Services,Score,14.182
E01025356,Barriers to Housing and Services,Score,8.19
E01025373,Barriers to Housing and Services,Score,9.143
E01025385,Barriers to Housing and Services,Score,23.907
E01025387,Barriers to Housing and Services,Score,12.554
E01033281,Barriers to Housing and Services,Score,16.92
E01025377,Barriers to Housing and Services,Score,17.06
E01025378,Barriers to Housing and Services,Score,16.287
E01025379,Barriers to Housing and Services,Score,9.893
E01025380,Barriers to Housing and Services,Score,3.616
E01025357,Barriers to Housing and Services,Score,10.118
E01025358,Barriers to Housing and Services,Score,22.745
E01025365,Barriers to Housing and Services,Score,18.06
E01025384,Barriers to Housing and Services,Score,21.769
E01025359,Barriers to Housing and Services,Score,23.066
E01025360,Barriers to Housing and Services,Score,14.392
E01025375,Barriers to Housing and Services,Score,9.893
E01025376,Barriers to Housing and Services,Score,8.817
E01025371,Barriers to Housing and Services,Score,9.549
E01025374,Barriers to Housing and Services,Score,7.95
E01025391,Barriers to Housing and Services,Score,15.205
E01025392,Barriers to Housing and Services,Score,7.503
